Laptop_ID,Laptop,Status,Brand,Model,CPU,RAM,Storage,Storage type,GPU,Screen,Touch,Final Price (LKR),Region
LNK-0865,Lenovo LOQ 15,Used,Lenovo,LOQ 15,AMD Ryzen 7 7840HS,64GB,1TB,SSD NVMe,NVIDIA GeForce RTX 4050,"16.0"" WQXGA 165Hz",No,210000,Kandy
LNK-0866,MSI Cyborg 15,Refurbished,MSI,Cyborg 15,AMD Ryzen 7 7840HS,8GB,1TB,SSD NVMe,NVIDIA GeForce RTX 4060,"14.0"" QHD 120Hz",No,254500,Colombo
LNK-0867,Gigabyte Aero 14 OLED,Refurbished,Gigabyte,Aero 14 OLED,AMD Ryzen 5 5500U,16GB,2TB,SSD NVMe,NVIDIA GeForce RTX 2050,"16.0"" UHD+ OLED",No,212500,Kurunegala
LNK-0868,Acer Nitro V 15,Used,Acer,Nitro V 15,Intel Core i3-1215U,8GB,512GB,SSD NVMe,AMD Radeon Graphics,"16.0"" UHD+ OLED",No,81000,Negombo
LNK-0869,MSI Thin 15,Used,MSI,Thin 15,AMD Ryzen 5 7640HS,16GB,2TB,SSD NVMe,Intel Iris Xe Graphics,"16.0"" WQXGA 165Hz",No,125500,Colombo
LNK-0870,Acer Aspire 3,New,Acer,Aspire 3,Intel Core i7-13620H,16GB,256GB,SSD NVMe,AMD Radeon Graphics,"17.3"" QHD 240Hz",Yes,214000,Negombo
LNK-0871,MSI Katana 17,New,MSI,Katana 17,Intel Core Ultra 5 125H,32GB,256GB,SSD NVMe,NVIDIA GeForce RTX 2050,"13.3"" FHD",No,212000,Colombo
LNK-0872,Apple MacBook Pro M2 Pro,Refurbished,Apple,MacBook Pro M2 Pro,Apple M2 (8-core),8GB,256GB,SSD NVMe,Apple M2 Integrated,"16.0"" WQXGA 165Hz",No,203500,Colombo
LNK-0873,HP Victus 16,New,HP,Victus 16,Intel Core i7-13700H,16GB,1TB,SSD NVMe,Intel Iris Xe Graphics,"17.3"" QHD 240Hz",No,239500,Kandy
LNK-0874,Acer Swift Go 14,New,Acer,Swift Go 14,AMD Ryzen 7 7840HS,32GB,512GB,SSD NVMe,NVIDIA GeForce RTX 4050,"14.0"" QHD 120Hz",No,336500,Kandy
LNK-0875,Microsoft Surface Laptop 5,Used,Microsoft,Surface Laptop 5,AMD Ryzen 5 5500U,64GB,2TB,SSD NVMe,NVIDIA GeForce RTX 2050,"13.3"" FHD",Yes,175000,Colombo
LNK-0876,Gigabyte Aorus 15,Used,Gigabyte,Aorus 15,AMD Ryzen 3 7320U,64GB,512GB,SSD SATA,Intel Graphics,"14.0"" QHD 120Hz",No,116500,Kurunegala
LNK-0877,Gigabyte Aorus 15,Used,Gigabyte,Aorus 15,Intel Core i7-14700HX,8GB,2TB,SSD NVMe,NVIDIA GeForce RTX 4090,"13.3"" FHD",No,439500,Kandy
LNK-0878,Acer TravelMate P2,Used,Acer,TravelMate P2,AMD Ryzen 3 7320U,8GB,512GB,SSD SATA,NVIDIA GeForce RTX 2050,"14.0"" FHD",No,56000,Negombo
LNK-0879,HP OMEN 16,Refurbished,HP,OMEN 16,AMD Ryzen 7 7730U,64GB,512GB,SSD NVMe,AMD Radeon Graphics,"15.6"" FHD 60Hz",No,219500,Galle
LNK-0880,HP ProBook 450,Used,HP,ProBook 450,AMD Ryzen 7 7840HS,64GB,1TB,SSD NVMe,Intel Iris Xe Graphics,"15.6"" FHD 60Hz",No,158000,Colombo
LNK-0881,HP ProBook 450,New,HP,ProBook 450,AMD Ryzen 5 5500U,64GB,2TB,SSD NVMe,NVIDIA GeForce RTX 2050,"14.0"" FHD",Yes,341000,Kandy
LNK-0882,Gigabyte G5 KF,Refurbished,Gigabyte,G5 KF,Intel Core Ultra 7 155H,16GB,512GB,SSD NVMe,NVIDIA GeForce RTX 4050,"14.0"" FHD",No,271000,Colombo
LNK-0883,MSI Cyborg 15,New,MSI,Cyborg 15,Intel Core i3-1215U,32GB,512GB,SSD SATA,AMD Radeon Graphics,"14.0"" QHD 120Hz",No,143000,Colombo
LNK-0884,Samsung Galaxy Book3,Refurbished,Samsung,Galaxy Book3,Intel Core i5-1235U,8GB,2TB,SSD NVMe,AMD Radeon Graphics,"17.3"" QHD 240Hz",Yes,163500,Negombo
LNK-0885,MSI Cyborg 15,New,MSI,Cyborg 15,AMD Ryzen 5 7520U,16GB,512GB,SSD NVMe,Intel Iris Xe Graphics,"13.3"" FHD",No,188500,Colombo
LNK-0886,Apple MacBook Air M2,Used,Apple,MacBook Air M2,Apple M1 (8-core),8GB,256GB,SSD NVMe,Apple M1 Integrated,"16.0"" WQXGA 165Hz",No,111500,Colombo
LNK-0887,Dell Inspiron 15,Refurbished,Dell,Inspiron 15,Intel Core i7-13620H,32GB,1TB,SSD NVMe,AMD Radeon Graphics,"15.6"" FHD 60Hz",No,210000,Kandy
LNK-0888,MSI Prestige 14,New,MSI,Prestige 14,Intel Core Ultra 5 125H,16GB,256GB,SSD NVMe,AMD Radeon Graphics,"16.0"" WQXGA 165Hz",No,201500,Colombo
LNK-0889,Apple MacBook Air M1,Refurbished,Apple,MacBook Air M1,Apple M2 (8-core),16GB,256GB,SSD NVMe,Apple M2 Integrated,"13.3"" FHD",No,226500,Colombo
LNK-0890,Acer TravelMate P2,Used,Acer,TravelMate P2,AMD Ryzen 5 7520U,8GB,256GB,SSD NVMe,Intel Graphics,"16.0"" UHD+ OLED",No,103000,Colombo
LNK-0891,HP ProBook 450,Used,HP,ProBook 450,Intel Core i7-14700HX,32GB,256GB,SSD NVMe,NVIDIA GeForce RTX 4090,"16.0"" WQXGA 165Hz",No,414000,Negombo
LNK-0892,Dell XPS 15,New,Dell,XPS 15,AMD Ryzen 5 5500U,64GB,256GB,SSD NVMe,AMD Radeon Graphics,"13.3"" FHD",No,238000,Negombo
LNK-0893,MSI Modern 14,Used,MSI,Modern 14,Intel Core Ultra 5 125H,8GB,512GB,SSD NVMe,Intel Iris Xe Graphics,"14.0"" FHD",No,114000,Colombo
LNK-0894,Lenovo LOQ 15,New,Lenovo,LOQ 15,Intel Core i5-1235U,16GB,1TB,SSD NVMe,NVIDIA GeForce RTX 2050,"15.6"" FHD 144Hz",No,188000,Anuradhapura
LNK-0895,ASUS ROG Strix G16,Used,ASUS,ROG Strix G16,AMD Ryzen 7 7840HS,32GB,512GB,SSD NVMe,NVIDIA GeForce RTX 4070,"16.0"" WQXGA 165Hz",No,243000,Anuradhapura
LNK-0896,Samsung Galaxy Book4 Pro,Used,Samsung,Galaxy Book4 Pro,AMD Ryzen 3 7320U,8GB,512GB,eMMC,AMD Radeon Graphics,"16.0"" WQXGA 165Hz",No,60500,Kandy
LNK-0897,Lenovo Yoga 7i,Used,Lenovo,Yoga 7i,Intel Core Ultra 5 125H,64GB,1TB,SSD NVMe,Intel Graphics,"17.3"" QHD 240Hz",Yes,172000,Jaffna
LNK-0898,Gigabyte G5 KF,New,Gigabyte,G5 KF,Intel Core i5-1235U,16GB,512GB,SSD NVMe,Intel Graphics,"14.0"" FHD",No,176000,Anuradhapura
LNK-0899,Lenovo ThinkPad E14,Used,Lenovo,ThinkPad E14,Intel Core i5-13420H,64GB,2TB,SSD NVMe,AMD Radeon Graphics,"14.0"" QHD 120Hz",No,160500,Kurunegala
LNK-0900,Dell Latitude 3540,New,Dell,Latitude 3540,AMD Ryzen 3 7320U,32GB,2TB,eMMC,Intel Graphics,"15.6"" FHD 144Hz",No,209000,Kandy
LNK-0901,Apple MacBook Pro M2 Pro,Refurbished,Apple,MacBook Pro M2 Pro,Apple M2 (8-core),16GB,512GB,SSD NVMe,Apple M2 Integrated,"14.0"" QHD 120Hz",No,232500,Colombo
LNK-0902,MSI Cyborg 15,Refurbished,MSI,Cyborg 15,Intel Core i3-1215U,64GB,2TB,SSD NVMe,AMD Radeon Graphics,"14.0"" QHD 120Hz",No,184500,Kandy
LNK-0903,MSI Prestige 14,Refurbished,MSI,Prestige 14,AMD Ryzen 7 7840HS,32GB,2TB,SSD NVMe,AMD Radeon Graphics,"17.3"" QHD 240Hz",Yes,252000,Negombo
LNK-0904,Lenovo ThinkPad E14,New,Lenovo,ThinkPad E14,Intel Core i3-1215U,8GB,1TB,SSD SATA,NVIDIA GeForce RTX 2050,"16.0"" UHD+ OLED",No,184500,Galle
LNK-0905,Apple MacBook Pro M2 Pro,Refurbished,Apple,MacBook Pro M2 Pro,Apple M3 (8-core),8GB,512GB,SSD NVMe,Apple M3 Integrated,"13.3"" FHD",No,283000,Negombo
LNK-0906,HP Victus 16,Used,HP,Victus 16,Intel Core i7-14700HX,16GB,2TB,SSD NVMe,NVIDIA GeForce RTX 4080,"16.0"" WQXGA 165Hz",No,326500,Negombo
LNK-0907,Apple MacBook Pro M3,New,Apple,MacBook Pro M3,Apple M3 Pro (11-core),16GB,1TB,SSD NVMe,Apple M3 Pro Integrated,"16.0"" WQXGA 165Hz",No,371000,Colombo
LNK-0908,Gigabyte G5 KF,Refurbished,Gigabyte,G5 KF,Intel Core i3-1215U,16GB,1TB,eMMC,NVIDIA GeForce RTX 2050,"14.0"" QHD 120Hz",No,112000,Negombo
LNK-0909,Dell Inspiron 15,New,Dell,Inspiron 15,Intel Core i5-13420H,64GB,2TB,SSD NVMe,NVIDIA GeForce RTX 3050,"14.0"" FHD",No,289500,Kandy
LNK-0910,MSI Cyborg 15,Refurbished,MSI,Cyborg 15,Intel Core Ultra 7 155H,32GB,2TB,SSD NVMe,AMD Radeon Graphics,"15.6"" FHD 144Hz",No,304000,Kandy
LNK-0911,HP Pavilion 15,Used,HP,Pavilion 15,AMD Ryzen 5 7520U,16GB,1TB,SSD NVMe,Intel Graphics,"16.0"" UHD+ OLED",No,120000,Kurunegala
LNK-0912,Dell Alienware m16,Refurbished,Dell,Alienware m16,Intel Core i3-1215U,8GB,256GB,eMMC,NVIDIA GeForce RTX 2050,"16.0"" UHD+ OLED",No,108500,Galle
LNK-0913,Dell XPS 13,Refurbished,Dell,XPS 13,Intel Core i7-14700HX,16GB,512GB,SSD NVMe,NVIDIA GeForce RTX 4080,"14.0"" QHD 120Hz",No,379500,Negombo
LNK-0914,Microsoft Surface Laptop 5,New,Microsoft,Surface Laptop 5,Intel Core i9-14900HX,8GB,512GB,SSD NVMe,NVIDIA GeForce RTX 4070,"15.6"" FHD 144Hz",No,465500,Colombo
LNK-0915,Microsoft Surface Laptop 5,Used,Microsoft,Surface Laptop 5,Intel Core i7-14700HX,8GB,1TB,SSD NVMe,NVIDIA GeForce RTX 4070,"16.0"" UHD+ OLED",Yes,247500,Colombo
LNK-0916,Apple MacBook Air M1,Used,Apple,MacBook Air M1,Apple M2 (8-core),16GB,512GB,SSD NVMe,Apple M2 Integrated,"16.0"" WQXGA 165Hz",No,177500,Colombo
LNK-0917,ASUS ZenBook 14,Refurbished,ASUS,ZenBook 14,Intel Core i3-1215U,8GB,256GB,SSD NVMe,NVIDIA GeForce RTX 3050,"13.3"" FHD",No,71000,Kandy
LNK-0918,Acer Predator Helios 16,Refurbished,Acer,Predator Helios 16,AMD Ryzen 5 5500U,64GB,1TB,SSD NVMe,AMD Radeon Graphics,"16.0"" WQXGA 165Hz",No,210000,Anuradhapura
LNK-0919,Apple MacBook Pro M3,Refurbished,Apple,MacBook Pro M3,Apple M3 Pro (11-core),16GB,512GB,SSD NVMe,Apple M3 Pro Integrated,"14.0"" QHD 120Hz",No,294000,Colombo
LNK-0920,HP Pavilion 15,Refurbished,HP,Pavilion 15,AMD Ryzen 5 7640HS,16GB,256GB,SSD NVMe,NVIDIA GeForce RTX 3050,"14.0"" FHD",No,115500,Colombo
LNK-0921,Lenovo ThinkPad X1 Carbon,Refurbished,Lenovo,ThinkPad X1 Carbon,AMD Ryzen 9 7945HX,64GB,512GB,SSD NVMe,NVIDIA GeForce RTX 4070,"16.0"" WQXGA 165Hz",No,449000,Kandy
LNK-0922,Apple MacBook Pro M3,Refurbished,Apple,MacBook Pro M3,Apple M2 (8-core),16GB,512GB,SSD NVMe,Apple M2 Integrated,"16.0"" WQXGA 165Hz",No,236500,Colombo
LNK-0923,HP Spectre x360,Refurbished,HP,Spectre x360,AMD Ryzen 9 7945HX,8GB,2TB,SSD NVMe,NVIDIA GeForce RTX 4080,"15.6"" FHD 60Hz",Yes,548000,Colombo
LNK-0924,Microsoft Surface Laptop Studio 2,Used,Microsoft,Surface Laptop Studio 2,Intel Core i5-1235U,16GB,2TB,SSD NVMe,Intel Iris Xe Graphics,"15.6"" FHD 144Hz",No,119500,Colombo
LNK-0925,Gigabyte G5 KF,Refurbished,Gigabyte,G5 KF,Intel Core Ultra 5 125H,16GB,512GB,SSD NVMe,Intel Graphics,"14.0"" FHD",Yes,173500,Negombo
LNK-0926,Apple MacBook Pro M2 Pro,Refurbished,Apple,MacBook Pro M2 Pro,Apple M2 (8-core),16GB,512GB,SSD NVMe,Apple M2 Integrated,"16.0"" WQXGA 165Hz",No,218000,Colombo
LNK-0927,Dell Latitude 3540,Used,Dell,Latitude 3540,AMD Ryzen 9 7945HX,8GB,1TB,SSD NVMe,NVIDIA GeForce RTX 4070,"14.0"" FHD",No,262500,Colombo
LNK-0928,MSI Raider GE78,Used,MSI,Raider GE78,AMD Ryzen 7 7730U,16GB,512GB,SSD NVMe,AMD Radeon Graphics,"14.0"" FHD",No,113000,Colombo
LNK-0929,Apple MacBook Pro M3,Used,Apple,MacBook Pro M3,Apple M2 (8-core),8GB,512GB,SSD NVMe,Apple M2 Integrated,"13.3"" FHD",No,168500,Kandy
LNK-0930,MSI Modern 14,Used,MSI,Modern 14,Intel Core i3-1215U,32GB,256GB,eMMC,NVIDIA GeForce RTX 3050,"15.6"" FHD 60Hz",No,82500,Negombo
LNK-0931,Apple MacBook Air M3,Used,Apple,MacBook Air M3,Apple M2 (8-core),8GB,256GB,SSD NVMe,Apple M2 Integrated,"14.0"" QHD 120Hz",No,139000,Colombo
LNK-0932,Gigabyte Aorus 15,New,Gigabyte,Aorus 15,AMD Ryzen 3 7320U,16GB,2TB,eMMC,NVIDIA GeForce RTX 2050,"14.0"" QHD 120Hz",No,174500,Negombo
LNK-0933,ASUS ROG Zephyrus G14,Refurbished,ASUS,ROG Zephyrus G14,AMD Ryzen 3 7320U,8GB,1TB,eMMC,NVIDIA GeForce RTX 3050,"17.3"" QHD 240Hz",No,90500,Kandy
LNK-0934,Acer TravelMate P2,Refurbished,Acer,TravelMate P2,Intel Core i5-1235U,32GB,512GB,SSD NVMe,Intel Graphics,"15.6"" FHD 60Hz",No,139000,Anuradhapura
LNK-0935,Dell Alienware m16,Refurbished,Dell,Alienware m16,AMD Ryzen 5 7640HS,32GB,512GB,SSD NVMe,Intel Iris Xe Graphics,"16.0"" UHD+ OLED",No,188500,Jaffna
LNK-0936,Apple MacBook Pro M2 Pro,Refurbished,Apple,MacBook Pro M2 Pro,Apple M1 (8-core),16GB,512GB,SSD NVMe,Apple M1 Integrated,"16.0"" WQXGA 165Hz",No,200000,Kandy
LNK-0937,Samsung Galaxy Book4 Pro,New,Samsung,Galaxy Book4 Pro,Intel Core i7-13700H,32GB,256GB,SSD NVMe,NVIDIA GeForce RTX 4070,"17.3"" QHD 240Hz",No,415000,Colombo
LNK-0938,Gigabyte Aero 14 OLED,Refurbished,Gigabyte,Aero 14 OLED,AMD Ryzen 3 7320U,16GB,512GB,SSD NVMe,Intel Graphics,"13.3"" FHD",No,103000,Jaffna
LNK-0939,HP ProBook 450,New,HP,ProBook 450,AMD Ryzen 5 7640HS,64GB,512GB,SSD NVMe,Intel Iris Xe Graphics,"14.0"" FHD",No,248500,Galle
LNK-0940,ASUS ZenBook 14,Used,ASUS,ZenBook 14,AMD Ryzen 5 5500U,64GB,512GB,SSD NVMe,NVIDIA GeForce RTX 2050,"15.6"" FHD 60Hz",Yes,148500,Kandy
LNK-0941,Acer TravelMate P2,Used,Acer,TravelMate P2,Intel Core i7-14700HX,64GB,256GB,SSD NVMe,NVIDIA GeForce RTX 4080,"16.0"" UHD+ OLED",No,363000,Colombo
LNK-0942,Apple MacBook Air M1,New,Apple,MacBook Air M1,Apple M1 (8-core),8GB,256GB,SSD NVMe,Apple M1 Integrated,"14.0"" QHD 120Hz",No,219500,Colombo
LNK-0943,Samsung Galaxy Book3,New,Samsung,Galaxy Book3,AMD Ryzen 9 7945HX,32GB,256GB,SSD NVMe,NVIDIA GeForce RTX 4090,"14.0"" QHD 120Hz",No,885500,Colombo
LNK-0944,MSI Katana 17,Used,MSI,Katana 17,Intel Core i7-13700H,8GB,1TB,SSD NVMe,NVIDIA GeForce RTX 4050,"14.0"" QHD 120Hz",No,165500,Kandy
LNK-0945,MSI Modern 14,Used,MSI,Modern 14,AMD Ryzen 9 7945HX,8GB,256GB,SSD NVMe,NVIDIA GeForce RTX 4070,"14.0"" FHD",No,254000,Kandy
LNK-0946,Dell Inspiron 15,Used,Dell,Inspiron 15,AMD Ryzen 7 7840HS,32GB,256GB,SSD NVMe,NVIDIA GeForce RTX 4050,"14.0"" QHD 120Hz",No,171500,Galle
LNK-0947,HP OMEN 16,Refurbished,HP,OMEN 16,Intel Core i5-1235U,8GB,256GB,SSD NVMe,NVIDIA GeForce RTX 3050,"15.6"" FHD 144Hz",No,105500,Galle
LNK-0948,MSI Raider GE78,New,MSI,Raider GE78,Intel Core Ultra 5 125H,32GB,256GB,SSD NVMe,NVIDIA GeForce RTX 3050,"15.6"" FHD 144Hz",No,227500,Colombo
LNK-0949,Microsoft Surface Pro 9,Used,Microsoft,Surface Pro 9,AMD Ryzen 5 5500U,32GB,512GB,SSD NVMe,Intel Iris Xe Graphics,"13.3"" FHD",Yes,114500,Colombo
LNK-0950,Dell XPS 15,New,Dell,XPS 15,Intel Core i7-13700H,16GB,1TB,SSD NVMe,NVIDIA GeForce RTX 4070,"14.0"" QHD 120Hz",No,411500,Colombo
LNK-0951,Samsung Galaxy Book4 Pro,Refurbished,Samsung,Galaxy Book4 Pro,AMD Ryzen 5 7640HS,16GB,2TB,SSD NVMe,NVIDIA GeForce RTX 2050,"14.0"" FHD",No,177000,Colombo
LNK-0952,Dell Latitude 3540,New,Dell,Latitude 3540,Intel Core i5-13420H,32GB,512GB,SSD NVMe,AMD Radeon Graphics,"14.0"" QHD 120Hz",No,188500,Negombo
LNK-0953,MSI Prestige 14,New,MSI,Prestige 14,Intel Core Ultra 5 125H,8GB,1TB,SSD NVMe,Intel Iris Xe Graphics,"14.0"" FHD",No,213500,Colombo
LNK-0954,Apple MacBook Pro M3,New,Apple,MacBook Pro M3,Apple M3 (8-core),16GB,512GB,SSD NVMe,Apple M3 Integrated,"13.3"" FHD",No,391500,Colombo
LNK-0955,Lenovo ThinkPad X1 Carbon,New,Lenovo,ThinkPad X1 Carbon,Intel Core i7-13620H,64GB,512GB,SSD NVMe,Intel Iris Xe Graphics,"14.0"" FHD",No,277000,Kurunegala
LNK-0956,Samsung Galaxy Book4 Ultra,Refurbished,Samsung,Galaxy Book4 Ultra,AMD Ryzen 9 7945HX,8GB,1TB,SSD NVMe,NVIDIA GeForce RTX 4090,"15.6"" FHD 144Hz",No,615500,Negombo
LNK-0957,ASUS ROG Strix G16,Refurbished,ASUS,ROG Strix G16,AMD Ryzen 5 7640HS,16GB,1TB,SSD NVMe,NVIDIA GeForce RTX 3050,"16.0"" UHD+ OLED",No,167000,Kurunegala
LNK-0958,ASUS ExpertBook B1,Used,ASUS,ExpertBook B1,Intel Core i7-13700H,16GB,512GB,SSD NVMe,Intel Iris Xe Graphics,"15.6"" FHD 144Hz",No,125000,Kurunegala
LNK-0959,Lenovo Yoga 7i,Used,Lenovo,Yoga 7i,AMD Ryzen 7 7730U,64GB,512GB,SSD NVMe,NVIDIA GeForce RTX 2050,"16.0"" WQXGA 165Hz",No,162000,Kurunegala
LNK-0960,Acer Predator Helios 16,Used,Acer,Predator Helios 16,Intel Core Ultra 5 125H,32GB,256GB,SSD NVMe,AMD Radeon Graphics,"16.0"" UHD+ OLED",No,159500,Anuradhapura
LNK-0961,HP Pavilion 15,Used,HP,Pavilion 15,Intel Core Ultra 5 125H,8GB,512GB,SSD NVMe,NVIDIA GeForce RTX 3050,"13.3"" FHD",No,110500,Anuradhapura
LNK-0962,Gigabyte G5 KF,Refurbished,Gigabyte,G5 KF,Intel Core i7-13700H,64GB,2TB,SSD NVMe,AMD Radeon Graphics,"14.0"" FHD",No,267000,Colombo
LNK-0963,ASUS ExpertBook B1,Refurbished,ASUS,ExpertBook B1,AMD Ryzen 5 7520U,16GB,256GB,SSD NVMe,NVIDIA GeForce RTX 3050,"17.3"" QHD 240Hz",No,123000,Anuradhapura
LNK-0964,Samsung Galaxy Book3,New,Samsung,Galaxy Book3,Intel Core i5-13420H,32GB,512GB,SSD NVMe,NVIDIA GeForce RTX 3050,"16.0"" WQXGA 165Hz",No,197500,Negombo
LNK-0965,MSI Cyborg 15,Refurbished,MSI,Cyborg 15,Intel Core i7-13620H,32GB,512GB,SSD NVMe,AMD Radeon Graphics,"14.0"" FHD",No,183000,Negombo
LNK-0966,Acer Aspire 5,New,Acer,Aspire 5,AMD Ryzen 5 7640HS,16GB,1TB,SSD NVMe,NVIDIA GeForce RTX 3050,"13.3"" FHD",No,204000,Anuradhapura
LNK-0967,Gigabyte G5 KF,Refurbished,Gigabyte,G5 KF,Intel Core i3-1215U,64GB,1TB,SSD SATA,AMD Radeon Graphics,"14.0"" FHD",Yes,182000,Negombo
LNK-0968,ASUS ZenBook 14,Refurbished,ASUS,ZenBook 14,AMD Ryzen 9 7945HX,16GB,256GB,SSD NVMe,NVIDIA GeForce RTX 4090,"14.0"" QHD 120Hz",No,635500,Colombo
LNK-0969,ASUS ROG Strix G16,Used,ASUS,ROG Strix G16,Intel Core Ultra 7 155H,16GB,2TB,SSD NVMe,Intel Iris Xe Graphics,"16.0"" WQXGA 165Hz",No,198000,Anuradhapura
LNK-0970,Dell Latitude 3540,Refurbished,Dell,Latitude 3540,Intel Core i7-13620H,64GB,2TB,SSD NVMe,NVIDIA GeForce RTX 4060,"14.0"" QHD 120Hz",No,341000,Kandy
LNK-0971,Apple MacBook Pro M3,New,Apple,MacBook Pro M3,Apple M1 (8-core),8GB,512GB,SSD NVMe,Apple M1 Integrated,"13.3"" FHD",No,216500,Colombo
LNK-0972,MSI Raider GE78,Refurbished,MSI,Raider GE78,Intel Core i5-1235U,16GB,512GB,SSD NVMe,NVIDIA GeForce RTX 2050,"15.6"" FHD 144Hz",No,132000,Colombo
LNK-0973,Dell XPS 15,Refurbished,Dell,XPS 15,AMD Ryzen 5 7640HS,16GB,256GB,SSD NVMe,Intel Iris Xe Graphics,"13.3"" FHD",No,120000,Galle
LNK-0974,Lenovo IdeaPad Slim 3,Used,Lenovo,IdeaPad Slim 3,AMD Ryzen 5 5500U,64GB,256GB,SSD NVMe,NVIDIA GeForce RTX 2050,"17.3"" QHD 240Hz",No,128500,Jaffna
LNK-0975,MSI Cyborg 15,Used,MSI,Cyborg 15,Intel Core i7-13700H,16GB,512GB,SSD NVMe,NVIDIA GeForce RTX 4070,"14.0"" FHD",No,237000,Colombo
LNK-0976,Lenovo Yoga 7i,Refurbished,Lenovo,Yoga 7i,Intel Core i9-14900HX,64GB,256GB,SSD NVMe,NVIDIA GeForce RTX 4090,"14.0"" QHD 120Hz",Yes,724000,Negombo
LNK-0977,Microsoft Surface Laptop Studio 2,Used,Microsoft,Surface Laptop Studio 2,Intel Core i7-13700H,16GB,256GB,SSD NVMe,NVIDIA GeForce RTX 4060,"16.0"" UHD+ OLED",Yes,204000,Colombo
LNK-0978,Lenovo ThinkPad E14,Refurbished,Lenovo,ThinkPad E14,Intel Core i3-1215U,16GB,256GB,SSD NVMe,NVIDIA GeForce RTX 2050,"16.0"" UHD+ OLED",No,123500,Kandy
LNK-0979,Lenovo ThinkPad E14,Refurbished,Lenovo,ThinkPad E14,AMD Ryzen 7 7730U,64GB,256GB,SSD NVMe,NVIDIA GeForce RTX 3050,"16.0"" UHD+ OLED",No,236000,Anuradhapura
LNK-0980,Acer Nitro V 15,Refurbished,Acer,Nitro V 15,AMD Ryzen 5 7520U,64GB,512GB,SSD NVMe,AMD Radeon Graphics,"13.3"" FHD",No,172500,Galle
LNK-0981,Apple MacBook Air M2,Refurbished,Apple,MacBook Air M2,Apple M3 Pro (11-core),16GB,1TB,SSD NVMe,Apple M3 Pro Integrated,"16.0"" WQXGA 165Hz",No,271500,Kandy
LNK-0982,Dell XPS 15,Refurbished,Dell,XPS 15,AMD Ryzen 5 7520U,32GB,1TB,SSD NVMe,Intel Iris Xe Graphics,"14.0"" FHD",No,167500,Galle
LNK-0983,Dell XPS 15,Refurbished,Dell,XPS 15,AMD Ryzen 5 7520U,32GB,512GB,SSD NVMe,AMD Radeon Graphics,"15.6"" FHD 60Hz",No,140000,Negombo
LNK-0984,HP Envy x360,Used,HP,Envy x360,Intel Core i7-13620H,8GB,512GB,SSD NVMe,NVIDIA GeForce RTX 4060,"17.3"" QHD 240Hz",Yes,171500,Jaffna
LNK-0985,Samsung Galaxy Book4 Ultra,Refurbished,Samsung,Galaxy Book4 Ultra,AMD Ryzen 3 7320U,64GB,512GB,eMMC,Intel Graphics,"13.3"" FHD",No,154500,Colombo
LNK-0986,Acer Swift Go 14,Refurbished,Acer,Swift Go 14,AMD Ryzen 5 7520U,64GB,256GB,SSD NVMe,NVIDIA GeForce RTX 2050,"14.0"" FHD",No,176500,Kurunegala
LNK-0987,Samsung Galaxy Book3,New,Samsung,Galaxy Book3,Intel Core Ultra 7 155H,16GB,1TB,SSD NVMe,NVIDIA GeForce RTX 4050,"13.3"" FHD",No,414000,Kandy
LNK-0988,MSI Prestige 14,Used,MSI,Prestige 14,Intel Core i5-13420H,16GB,2TB,SSD NVMe,NVIDIA GeForce RTX 3050,"16.0"" UHD+ OLED",No,148500,Colombo
LNK-0989,Microsoft Surface Pro 9,New,Microsoft,Surface Pro 9,Intel Core i7-14700HX,8GB,512GB,SSD NVMe,NVIDIA GeForce RTX 4090,"15.6"" FHD 60Hz",Yes,768500,Negombo
LNK-0990,Samsung Galaxy Book4 Pro,Used,Samsung,Galaxy Book4 Pro,Intel Core Ultra 7 155H,32GB,512GB,SSD NVMe,NVIDIA GeForce RTX 4070,"15.6"" FHD 144Hz",No,268000,Colombo
LNK-0991,ASUS ROG Zephyrus G14,New,ASUS,ROG Zephyrus G14,AMD Ryzen 3 7320U,8GB,512GB,SSD SATA,Intel Graphics,"15.6"" FHD 144Hz",No,102000,Colombo
LNK-0992,Lenovo ThinkPad E14,Used,Lenovo,ThinkPad E14,Intel Core i7-13620H,8GB,1TB,SSD NVMe,AMD Radeon Graphics,"16.0"" WQXGA 165Hz",No,127500,Jaffna
LNK-0993,Samsung Galaxy Book4 Pro,Used,Samsung,Galaxy Book4 Pro,Intel Core i7-13700H,64GB,1TB,SSD NVMe,NVIDIA GeForce RTX 4070,"13.3"" FHD",No,249000,Colombo
LNK-0994,Apple MacBook Air M2,Used,Apple,MacBook Air M2,Apple M3 (8-core),8GB,512GB,SSD NVMe,Apple M3 Integrated,"13.3"" FHD",No,193500,Colombo
LNK-0995,Microsoft Surface Laptop 5,Used,Microsoft,Surface Laptop 5,AMD Ryzen 5 7640HS,32GB,512GB,SSD NVMe,NVIDIA GeForce RTX 2050,"15.6"" FHD 60Hz",No,105500,Colombo
LNK-0996,Microsoft Surface Laptop Studio 2,Refurbished,Microsoft,Surface Laptop Studio 2,Intel Core i7-13700H,64GB,512GB,SSD NVMe,Intel Iris Xe Graphics,"16.0"" WQXGA 165Hz",Yes,255000,Kandy
LNK-0997,HP Victus 16,New,HP,Victus 16,AMD Ryzen 7 7840HS,16GB,512GB,SSD NVMe,NVIDIA GeForce RTX 4060,"17.3"" QHD 240Hz",No,313000,Colombo
