Laptop_ID,Laptop,Status,Brand,Model,CPU,RAM,Storage,Storage type,GPU,Screen,Touch,Final Price (LKR)
LNK-1288,ASUS ExpertBook B1,Used,ASUS,ExpertBook B1,AMD Ryzen 7 7730U,64GB,2TB,SSD NVMe,Intel Iris Xe Graphics,"16.0"" UHD+ OLED",No,230500
LNK-1289,Samsung Galaxy Book3,Used,Samsung,Galaxy Book3,Intel Core i3-1215U,64GB,2TB,eMMC,Intel Iris Xe Graphics,"15.6"" FHD 144Hz",No,150500
LNK-1290,ASUS TUF Gaming A15,Refurbished,ASUS,TUF Gaming A15,AMD Ryzen 7 7840HS,64GB,256GB,SSD NVMe,NVIDIA GeForce RTX 4050,"14.0"" QHD 120Hz",No,277000
LNK-1291,Microsoft Surface Laptop 5,Used,Microsoft,Surface Laptop 5,Intel Core i7-14700HX,32GB,2TB,SSD NVMe,NVIDIA GeForce RTX 4090,"16.0"" WQXGA 165Hz",Yes,483500
LNK-1292,Gigabyte G5 KF,Refurbished,Gigabyte,G5 KF,Intel Core i7-13620H,32GB,256GB,SSD NVMe,Intel Iris Xe Graphics,"17.3"" QHD 240Hz",No,179500
LNK-1293,Apple MacBook Air M3,Used,Apple,MacBook Air M3,Apple M3 Pro (11-core),16GB,1TB,SSD NVMe,Apple M3 Pro Integrated,"14.0"" QHD 120Hz",No,219500
LNK-1294,Microsoft Surface Pro 9,Used,Microsoft,Surface Pro 9,Intel Core i5-1235U,16GB,512GB,SSD NVMe,NVIDIA GeForce RTX 3050,"15.6"" FHD 144Hz",Yes,105000
LNK-1295,Apple MacBook Pro M3 Max,Refurbished,Apple,MacBook Pro M3 Max,Apple M3 (8-core),16GB,256GB,SSD NVMe,Apple M3 Integrated,"16.0"" WQXGA 165Hz",No,271500
LNK-1296,Gigabyte Aero 14 OLED,Refurbished,Gigabyte,Aero 14 OLED,AMD Ryzen 3 7320U,16GB,512GB,SSD NVMe,NVIDIA GeForce RTX 3050,"15.6"" FHD 144Hz",No,93500
LNK-1297,Lenovo IdeaPad Slim 3,New,Lenovo,IdeaPad Slim 3,AMD Ryzen 3 7320U,16GB,256GB,SSD SATA,AMD Radeon Graphics,"16.0"" UHD+ OLED",No,170000
LNK-1298,Apple MacBook Pro M3,New,Apple,MacBook Pro M3,Apple M3 Max (14-core),64GB,2TB,SSD NVMe,Apple M3 Max Integrated,"14.0"" QHD 120Hz",No,529000
LNK-1299,Gigabyte Aero 14 OLED,New,Gigabyte,Aero 14 OLED,AMD Ryzen 9 7945HX,16GB,2TB,SSD NVMe,NVIDIA GeForce RTX 4080,"13.3"" FHD",No,637000
LNK-1300,Lenovo ThinkPad X1 Carbon,New,Lenovo,ThinkPad X1 Carbon,Intel Core Ultra 5 125H,16GB,1TB,SSD NVMe,NVIDIA GeForce RTX 3050,"14.0"" FHD",No,231500
LNK-1301,Gigabyte Aero 14 OLED,Used,Gigabyte,Aero 14 OLED,Intel Core i3-1215U,16GB,512GB,SSD SATA,Intel Iris Xe Graphics,"16.0"" UHD+ OLED",No,103000
LNK-1302,Samsung Galaxy Book3,Refurbished,Samsung,Galaxy Book3,Intel Core i5-13420H,8GB,2TB,SSD NVMe,NVIDIA GeForce RTX 3050,"15.6"" FHD 60Hz",No,164500
LNK-1303,Dell Vostro 3520,Used,Dell,Vostro 3520,Intel Core Ultra 5 125H,16GB,2TB,SSD NVMe,Intel Graphics,"13.3"" FHD",No,145500
LNK-1304,Acer Aspire 3,Used,Acer,Aspire 3,Intel Core i9-14900HX,8GB,512GB,SSD NVMe,NVIDIA GeForce RTX 4090,"15.6"" FHD 144Hz",Yes,429500
LNK-1305,Microsoft Surface Pro 9,Refurbished,Microsoft,Surface Pro 9,Intel Core i7-13620H,8GB,1TB,SSD NVMe,NVIDIA GeForce RTX 4050,"15.6"" FHD 60Hz",No,205500
LNK-1306,HP Victus 16,New,HP,Victus 16,Intel Core i7-13620H,16GB,2TB,SSD NVMe,NVIDIA GeForce RTX 4070,"13.3"" FHD",No,481000
LNK-1307,HP ProBook 450,Refurbished,HP,ProBook 450,Intel Core i9-14900HX,64GB,256GB,SSD NVMe,NVIDIA GeForce RTX 4080,"16.0"" UHD+ OLED",No,550500
LNK-1308,Dell XPS 15,Used,Dell,XPS 15,AMD Ryzen 9 7945HX,32GB,1TB,SSD NVMe,NVIDIA GeForce RTX 4080,"15.6"" FHD 60Hz",No,380000
LNK-1309,Samsung Galaxy Book4 Pro,Used,Samsung,Galaxy Book4 Pro,AMD Ryzen 7 7840HS,8GB,512GB,SSD NVMe,Intel Iris Xe Graphics,"13.3"" FHD",No,118000
LNK-1310,Gigabyte Aorus 15,New,Gigabyte,Aorus 15,Intel Core i7-14700HX,8GB,2TB,SSD NVMe,NVIDIA GeForce RTX 4090,"15.6"" FHD 144Hz",No,735500
LNK-1311,Samsung Galaxy Book3,New,Samsung,Galaxy Book3,Intel Core i7-13620H,16GB,512GB,SSD NVMe,NVIDIA GeForce RTX 4070,"15.6"" FHD 144Hz",No,401500
LNK-1312,HP ProBook 450,Refurbished,HP,ProBook 450,Intel Core i9-14900HX,16GB,1TB,SSD NVMe,NVIDIA GeForce RTX 4070,"15.6"" FHD 60Hz",No,397500
LNK-1313,Dell Latitude 3540,Used,Dell,Latitude 3540,Intel Core i7-14700HX,32GB,2TB,SSD NVMe,NVIDIA GeForce RTX 4090,"16.0"" UHD+ OLED",No,447500
LNK-1314,Acer Predator Helios 16,Refurbished,Acer,Predator Helios 16,AMD Ryzen 5 7520U,16GB,1TB,SSD NVMe,AMD Radeon Graphics,"16.0"" WQXGA 165Hz",No,139500
LNK-1315,Acer Predator Helios 16,Used,Acer,Predator Helios 16,AMD Ryzen 5 7640HS,64GB,256GB,SSD NVMe,NVIDIA GeForce RTX 2050,"13.3"" FHD",No,126000
LNK-1316,Dell G15 Gaming,Refurbished,Dell,G15 Gaming,Intel Core i3-1215U,16GB,512GB,eMMC,AMD Radeon Graphics,"15.6"" FHD 144Hz",No,90000
LNK-1317,MSI Prestige 14,Refurbished,MSI,Prestige 14,Intel Core i9-14900HX,16GB,2TB,SSD NVMe,NVIDIA GeForce RTX 4080,"14.0"" FHD",Yes,517500
LNK-1318,Gigabyte Aero 14 OLED,Used,Gigabyte,Aero 14 OLED,AMD Ryzen 9 7945HX,8GB,2TB,SSD NVMe,NVIDIA GeForce RTX 4090,"17.3"" QHD 240Hz",No,500500
LNK-1319,Microsoft Surface Pro 9,New,Microsoft,Surface Pro 9,Intel Core i7-13620H,8GB,1TB,SSD NVMe,NVIDIA GeForce RTX 4070,"16.0"" WQXGA 165Hz",No,423500
LNK-1320,HP Victus 16,New,HP,Victus 16,Intel Core i5-13420H,32GB,2TB,SSD NVMe,Intel Graphics,"14.0"" QHD 120Hz",No,258000
LNK-1321,Samsung Galaxy Book3,Refurbished,Samsung,Galaxy Book3,Intel Core Ultra 5 125H,32GB,1TB,SSD NVMe,NVIDIA GeForce RTX 3050,"15.6"" FHD 144Hz",No,185000
LNK-1322,HP EliteBook 840,Used,HP,EliteBook 840,AMD Ryzen 5 5500U,32GB,2TB,SSD NVMe,Intel Graphics,"14.0"" QHD 120Hz",No,134000
LNK-1323,Apple MacBook Air M3,New,Apple,MacBook Air M3,Apple M3 (8-core),16GB,256GB,SSD NVMe,Apple M3 Integrated,"13.3"" FHD",No,333000
LNK-1324,MSI Prestige 14,Refurbished,MSI,Prestige 14,AMD Ryzen 9 7945HX,8GB,256GB,SSD NVMe,NVIDIA GeForce RTX 4090,"16.0"" WQXGA 165Hz",No,627000
LNK-1325,Samsung Galaxy Book4 Pro,Used,Samsung,Galaxy Book4 Pro,AMD Ryzen 9 7945HX,32GB,1TB,SSD NVMe,NVIDIA GeForce RTX 4090,"14.0"" FHD",No,473000
LNK-1326,Samsung Galaxy Book3,Used,Samsung,Galaxy Book3,Intel Core i7-14700HX,8GB,2TB,SSD NVMe,NVIDIA GeForce RTX 4090,"15.6"" FHD 60Hz",No,432500
LNK-1327,MSI Katana 17,Refurbished,MSI,Katana 17,AMD Ryzen 7 7840HS,16GB,1TB,SSD NVMe,NVIDIA GeForce RTX 4050,"14.0"" QHD 120Hz",No,228000
LNK-1328,Samsung Galaxy Book4 Ultra,Used,Samsung,Galaxy Book4 Ultra,AMD Ryzen 7 7730U,8GB,2TB,SSD NVMe,NVIDIA GeForce RTX 3050,"15.6"" FHD 144Hz",No,129000
LNK-1329,Lenovo ThinkPad X1 Carbon,Refurbished,Lenovo,ThinkPad X1 Carbon,Intel Core i7-13700H,32GB,512GB,SSD NVMe,AMD Radeon Graphics,"16.0"" WQXGA 165Hz",No,188000
LNK-1330,Lenovo LOQ 15,Refurbished,Lenovo,LOQ 15,Intel Core i7-13700H,16GB,512GB,SSD NVMe,NVIDIA GeForce RTX 4060,"15.6"" FHD 144Hz",No,228500
LNK-1331,Microsoft Surface Laptop 5,New,Microsoft,Surface Laptop 5,AMD Ryzen 5 7520U,8GB,1TB,SSD NVMe,AMD Radeon Graphics,"15.6"" FHD 60Hz",Yes,187500
LNK-1332,Dell G15 Gaming,Refurbished,Dell,G15 Gaming,Intel Core Ultra 5 125H,16GB,1TB,SSD NVMe,Intel Iris Xe Graphics,"14.0"" QHD 120Hz",No,190000
LNK-1333,HP EliteBook 840,Refurbished,HP,EliteBook 840,Intel Core i3-1215U,64GB,512GB,SSD SATA,Intel Iris Xe Graphics,"17.3"" QHD 240Hz",No,146000
LNK-1334,MSI Modern 14,New,MSI,Modern 14,Intel Core i5-13420H,16GB,256GB,SSD NVMe,Intel Graphics,"15.6"" FHD 60Hz",No,166000
LNK-1335,Apple MacBook Pro M3,Refurbished,Apple,MacBook Pro M3,Apple M3 Pro (11-core),16GB,512GB,SSD NVMe,Apple M3 Pro Integrated,"13.3"" FHD",No,299000
LNK-1336,Samsung Galaxy Book4 Pro,Refurbished,Samsung,Galaxy Book4 Pro,Intel Core Ultra 7 155H,8GB,2TB,SSD NVMe,NVIDIA GeForce RTX 4050,"13.3"" FHD",No,310500
LNK-1337,HP Spectre x360,Refurbished,HP,Spectre x360,AMD Ryzen 3 7320U,8GB,2TB,eMMC,AMD Radeon Graphics,"15.6"" FHD 60Hz",Yes,145500
LNK-1338,MSI Prestige 14,New,MSI,Prestige 14,Intel Core Ultra 7 155H,32GB,256GB,SSD NVMe,NVIDIA GeForce RTX 4060,"15.6"" FHD 60Hz",No,396000
LNK-1339,Samsung Galaxy Book3,New,Samsung,Galaxy Book3,AMD Ryzen 9 7945HX,8GB,256GB,SSD NVMe,NVIDIA GeForce RTX 4090,"15.6"" FHD 60Hz",No,794500
LNK-1340,Apple MacBook Pro M3 Max,Refurbished,Apple,MacBook Pro M3 Max,Apple M2 (8-core),16GB,256GB,SSD NVMe,Apple M2 Integrated,"13.3"" FHD",No,236500
LNK-1341,Dell Vostro 3520,Used,Dell,Vostro 3520,Intel Core i7-14700HX,32GB,256GB,SSD NVMe,NVIDIA GeForce RTX 4070,"13.3"" FHD",No,218500
LNK-1342,Apple MacBook Air M3,Used,Apple,MacBook Air M3,Apple M3 (8-core),8GB,256GB,SSD NVMe,Apple M3 Integrated,"14.0"" QHD 120Hz",No,170000
LNK-1343,Gigabyte G5 KF,Used,Gigabyte,G5 KF,Intel Core i7-13700H,64GB,256GB,SSD NVMe,AMD Radeon Graphics,"16.0"" UHD+ OLED",No,185000
LNK-1344,Dell XPS 13,New,Dell,XPS 13,Intel Core i3-1215U,32GB,512GB,SSD NVMe,NVIDIA GeForce RTX 2050,"14.0"" FHD",No,154000
LNK-1345,MSI Modern 14,Refurbished,MSI,Modern 14,Intel Core i7-13700H,8GB,1TB,SSD NVMe,Intel Iris Xe Graphics,"17.3"" QHD 240Hz",No,156000
LNK-1346,Apple MacBook Pro M3,Used,Apple,MacBook Pro M3,Apple M3 (8-core),8GB,512GB,SSD NVMe,Apple M3 Integrated,"14.0"" QHD 120Hz",No,200000
LNK-1347,Microsoft Surface Laptop 5,New,Microsoft,Surface Laptop 5,Intel Core Ultra 5 125H,16GB,512GB,SSD NVMe,Intel Graphics,"14.0"" FHD",Yes,253500
LNK-1348,Acer Swift Go 14,New,Acer,Swift Go 14,Intel Core Ultra 5 125H,16GB,1TB,SSD NVMe,Intel Graphics,"15.6"" FHD 144Hz",No,254500
LNK-1349,Microsoft Surface Laptop Studio 2,Used,Microsoft,Surface Laptop Studio 2,Intel Core Ultra 7 155H,16GB,1TB,SSD NVMe,Intel Iris Xe Graphics,"16.0"" WQXGA 165Hz",Yes,196000
LNK-1350,ASUS ExpertBook B1,Refurbished,ASUS,ExpertBook B1,Intel Core i5-1235U,16GB,512GB,SSD NVMe,Intel Iris Xe Graphics,"14.0"" QHD 120Hz",No,138000
LNK-1351,Lenovo ThinkPad E14,Refurbished,Lenovo,ThinkPad E14,AMD Ryzen 5 5500U,8GB,2TB,SSD NVMe,NVIDIA GeForce RTX 2050,"16.0"" WQXGA 165Hz",No,166500
LNK-1352,Microsoft Surface Pro 9,Refurbished,Microsoft,Surface Pro 9,Intel Core i9-14900HX,64GB,1TB,SSD NVMe,NVIDIA GeForce RTX 4090,"17.3"" QHD 240Hz",Yes,722000
LNK-1353,Samsung Galaxy Book4 Pro,Refurbished,Samsung,Galaxy Book4 Pro,Intel Core i7-14700HX,32GB,1TB,SSD NVMe,NVIDIA GeForce RTX 4080,"17.3"" QHD 240Hz",No,448000
LNK-1354,Apple MacBook Pro M3 Max,Refurbished,Apple,MacBook Pro M3 Max,Apple M1 (8-core),16GB,512GB,SSD NVMe,Apple M1 Integrated,"16.0"" WQXGA 165Hz",No,173000
LNK-1355,Samsung Galaxy Book3,New,Samsung,Galaxy Book3,Intel Core Ultra 5 125H,64GB,256GB,SSD NVMe,Intel Iris Xe Graphics,"15.6"" FHD 144Hz",No,271000
LNK-1356,MSI Modern 14,New,MSI,Modern 14,Intel Core i7-14700HX,64GB,512GB,SSD NVMe,NVIDIA GeForce RTX 4070,"15.6"" FHD 60Hz",No,452000
LNK-1357,Apple MacBook Pro M3 Max,Used,Apple,MacBook Pro M3 Max,Apple M2 (8-core),8GB,512GB,SSD NVMe,Apple M2 Integrated,"16.0"" WQXGA 165Hz",No,152500
LNK-1358,Samsung Galaxy Book3,Refurbished,Samsung,Galaxy Book3,Intel Core i7-14700HX,8GB,512GB,SSD NVMe,NVIDIA GeForce RTX 4090,"15.6"" FHD 60Hz",No,546000
LNK-1359,Dell Latitude 3540,Used,Dell,Latitude 3540,AMD Ryzen 7 7730U,16GB,1TB,SSD NVMe,Intel Iris Xe Graphics,"16.0"" UHD+ OLED",No,165000
LNK-1360,MSI Prestige 14,Refurbished,MSI,Prestige 14,AMD Ryzen 5 5500U,16GB,1TB,SSD NVMe,Intel Iris Xe Graphics,"14.0"" FHD",No,145000
LNK-1361,Acer Aspire 5,Used,Acer,Aspire 5,Intel Core i5-13420H,8GB,2TB,SSD NVMe,Intel Graphics,"14.0"" QHD 120Hz",No,109000
LNK-1362,Lenovo Legion 5 Pro,New,Lenovo,Legion 5 Pro,AMD Ryzen 7 7730U,64GB,512GB,SSD NVMe,Intel Graphics,"16.0"" WQXGA 165Hz",No,278000
LNK-1363,MSI Thin 15,Used,MSI,Thin 15,Intel Core i7-13700H,16GB,2TB,SSD NVMe,NVIDIA GeForce RTX 4060,"15.6"" FHD 144Hz",No,195000
LNK-1364,HP OMEN 16,Refurbished,HP,OMEN 16,Intel Core i7-13620H,64GB,512GB,SSD NVMe,Intel Iris Xe Graphics,"15.6"" FHD 144Hz",No,222500
LNK-1365,Microsoft Surface Pro 9,New,Microsoft,Surface Pro 9,Intel Core i5-13420H,32GB,1TB,SSD NVMe,Intel Iris Xe Graphics,"16.0"" UHD+ OLED",No,245500
LNK-1366,Gigabyte Aorus 15,Used,Gigabyte,Aorus 15,Intel Core i7-14700HX,64GB,1TB,SSD NVMe,NVIDIA GeForce RTX 4070,"14.0"" FHD",No,259000
LNK-1367,Gigabyte Aero 14 OLED,Refurbished,Gigabyte,Aero 14 OLED,AMD Ryzen 7 7730U,8GB,256GB,SSD NVMe,AMD Radeon Graphics,"15.6"" FHD 144Hz",No,141500
LNK-1368,Apple MacBook Pro M2 Pro,Used,Apple,MacBook Pro M2 Pro,Apple M3 (8-core),16GB,256GB,SSD NVMe,Apple M3 Integrated,"13.3"" FHD",No,182500
LNK-1369,Gigabyte G5 KF,Used,Gigabyte,G5 KF,AMD Ryzen 9 7945HX,16GB,2TB,SSD NVMe,NVIDIA GeForce RTX 4090,"15.6"" FHD 144Hz",No,480000
LNK-1370,Microsoft Surface Pro 9,Used,Microsoft,Surface Pro 9,AMD Ryzen 5 7640HS,8GB,256GB,SSD NVMe,NVIDIA GeForce RTX 3050,"14.0"" FHD",Yes,85000
LNK-1371,Lenovo ThinkPad X1 Carbon,Used,Lenovo,ThinkPad X1 Carbon,AMD Ryzen 7 7730U,64GB,256GB,SSD NVMe,AMD Radeon Graphics,"17.3"" QHD 240Hz",No,155500
LNK-1372,Samsung Galaxy Book3,Refurbished,Samsung,Galaxy Book3,AMD Ryzen 7 7730U,8GB,512GB,SSD NVMe,NVIDIA GeForce RTX 3050,"14.0"" QHD 120Hz",No,140000
LNK-1373,MSI Thin 15,Used,MSI,Thin 15,AMD Ryzen 7 7840HS,32GB,1TB,SSD NVMe,NVIDIA GeForce RTX 4070,"16.0"" WQXGA 165Hz",No,233000
LNK-1374,Gigabyte G5 KF,Refurbished,Gigabyte,G5 KF,AMD Ryzen 7 7840HS,32GB,512GB,SSD NVMe,NVIDIA GeForce RTX 4060,"16.0"" WQXGA 165Hz",No,277000
LNK-1375,Dell Alienware m16,Refurbished,Dell,Alienware m16,Intel Core i5-13420H,32GB,1TB,SSD NVMe,NVIDIA GeForce RTX 3050,"15.6"" FHD 60Hz",No,157500
LNK-1376,HP ProBook 450,Refurbished,HP,ProBook 450,AMD Ryzen 5 5500U,64GB,512GB,SSD NVMe,NVIDIA GeForce RTX 2050,"15.6"" FHD 60Hz",No,193500
LNK-1377,Apple MacBook Air M3,Refurbished,Apple,MacBook Air M3,Apple M3 (8-core),8GB,256GB,SSD NVMe,Apple M3 Integrated,"14.0"" QHD 120Hz",No,231500
LNK-1378,Lenovo LOQ 15,Refurbished,Lenovo,LOQ 15,AMD Ryzen 3 7320U,16GB,2TB,eMMC,Intel Iris Xe Graphics,"15.6"" FHD 60Hz",No,146500
LNK-1379,Dell Vostro 3520,Refurbished,Dell,Vostro 3520,AMD Ryzen 5 7520U,64GB,512GB,SSD NVMe,NVIDIA GeForce RTX 2050,"14.0"" FHD",No,194500
LNK-1380,Acer Swift Go 14,Used,Acer,Swift Go 14,Intel Core i5-13420H,32GB,512GB,SSD NVMe,NVIDIA GeForce RTX 2050,"13.3"" FHD",No,103500
LNK-1381,Acer Aspire 3,Refurbished,Acer,Aspire 3,Intel Core Ultra 5 125H,16GB,512GB,SSD NVMe,Intel Graphics,"17.3"" QHD 240Hz",No,157500
LNK-1382,ASUS TUF Gaming A15,New,ASUS,TUF Gaming A15,Intel Core i3-1215U,64GB,2TB,SSD SATA,NVIDIA GeForce RTX 3050,"15.6"" FHD 60Hz",No,274000
LNK-1383,Microsoft Surface Pro 9,Used,Microsoft,Surface Pro 9,AMD Ryzen 5 7640HS,32GB,1TB,SSD NVMe,AMD Radeon Graphics,"16.0"" UHD+ OLED",No,140500
LNK-1384,Lenovo ThinkPad X1 Carbon,Used,Lenovo,ThinkPad X1 Carbon,AMD Ryzen 5 7520U,8GB,512GB,SSD NVMe,AMD Radeon Graphics,"15.6"" FHD 60Hz",No,86000
LNK-1385,HP EliteBook 840,Used,HP,EliteBook 840,AMD Ryzen 9 7945HX,32GB,256GB,SSD NVMe,NVIDIA GeForce RTX 4090,"15.6"" FHD 60Hz",No,466500
LNK-1386,Samsung Galaxy Book3,Refurbished,Samsung,Galaxy Book3,Intel Core Ultra 7 155H,8GB,2TB,SSD NVMe,AMD Radeon Graphics,"17.3"" QHD 240Hz",No,256000
LNK-1387,Dell Inspiron 15,Used,Dell,Inspiron 15,AMD Ryzen 7 7840HS,8GB,1TB,SSD NVMe,Intel Iris Xe Graphics,"14.0"" QHD 120Hz",No,111000
LNK-1388,Acer Swift Go 14,Refurbished,Acer,Swift Go 14,Intel Core i3-1215U,64GB,2TB,eMMC,Intel Graphics,"16.0"" UHD+ OLED",No,226500
LNK-1389,Samsung Galaxy Book4 Ultra,Used,Samsung,Galaxy Book4 Ultra,AMD Ryzen 3 7320U,32GB,512GB,eMMC,NVIDIA GeForce RTX 3050,"16.0"" UHD+ OLED",No,116000
LNK-1390,Microsoft Surface Laptop 5,Used,Microsoft,Surface Laptop 5,AMD Ryzen 5 7520U,8GB,256GB,SSD NVMe,NVIDIA GeForce RTX 3050,"14.0"" FHD",No,79500
LNK-1391,Lenovo ThinkPad E14,Used,Lenovo,ThinkPad E14,Intel Core i7-14700HX,16GB,256GB,SSD NVMe,NVIDIA GeForce RTX 4090,"17.3"" QHD 240Hz",No,377000
LNK-1392,HP Victus 16,Used,HP,Victus 16,AMD Ryzen 5 7640HS,64GB,2TB,SSD NVMe,NVIDIA GeForce RTX 2050,"14.0"" QHD 120Hz",No,159000
LNK-1393,Acer Nitro V 15,New,Acer,Nitro V 15,AMD Ryzen 7 7730U,32GB,2TB,SSD NVMe,Intel Iris Xe Graphics,"14.0"" QHD 120Hz",No,285500
LNK-1394,Apple MacBook Pro M3,Used,Apple,MacBook Pro M3,Apple M1 (8-core),16GB,512GB,SSD NVMe,Apple M1 Integrated,"13.3"" FHD",No,138000
LNK-1395,ASUS ROG Zephyrus G14,New,ASUS,ROG Zephyrus G14,Intel Core i5-1235U,32GB,256GB,SSD NVMe,Intel Graphics,"13.3"" FHD",No,185500
LNK-1396,ASUS TUF Gaming A15,Refurbished,ASUS,TUF Gaming A15,AMD Ryzen 3 7320U,8GB,1TB,SSD NVMe,Intel Graphics,"15.6"" FHD 60Hz",No,95000
LNK-1397,Samsung Galaxy Book3,Refurbished,Samsung,Galaxy Book3,Intel Core i7-13620H,16GB,1TB,SSD NVMe,AMD Radeon Graphics,"14.0"" QHD 120Hz",No,183500
LNK-1398,Dell Latitude 3540,New,Dell,Latitude 3540,AMD Ryzen 7 7840HS,8GB,256GB,SSD NVMe,AMD Radeon Graphics,"14.0"" FHD",No,179000
LNK-1399,Acer Aspire 3,Refurbished,Acer,Aspire 3,Intel Core i7-14700HX,16GB,256GB,SSD NVMe,NVIDIA GeForce RTX 4080,"15.6"" FHD 60Hz",No,425000
LNK-1400,Apple MacBook Pro M2 Pro,Used,Apple,MacBook Pro M2 Pro,Apple M3 Max (14-core),64GB,2TB,SSD NVMe,Apple M3 Max Integrated,"13.3"" FHD",No,282000
LNK-1401,HP Spectre x360,New,HP,Spectre x360,AMD Ryzen 5 7520U,16GB,512GB,SSD NVMe,NVIDIA GeForce RTX 2050,"15.6"" FHD 60Hz",No,162000
LNK-1402,ASUS Vivobook 15,Used,ASUS,Vivobook 15,Intel Core i7-13620H,8GB,1TB,SSD NVMe,AMD Radeon Graphics,"16.0"" UHD+ OLED",No,147000
LNK-1403,Acer Nitro V 15,New,Acer,Nitro V 15,AMD Ryzen 7 7840HS,16GB,1TB,SSD NVMe,Intel Iris Xe Graphics,"16.0"" UHD+ OLED",No,263000
LNK-1404,ASUS Vivobook 15,New,ASUS,Vivobook 15,AMD Ryzen 5 5500U,64GB,2TB,SSD NVMe,AMD Radeon Graphics,"17.3"" QHD 240Hz",No,318000
LNK-1405,ASUS ROG Zephyrus G14,New,ASUS,ROG Zephyrus G14,Intel Core i9-14900HX,8GB,1TB,SSD NVMe,NVIDIA GeForce RTX 4090,"14.0"" QHD 120Hz",No,837500
LNK-1406,Samsung Galaxy Book3,New,Samsung,Galaxy Book3,AMD Ryzen 3 7320U,64GB,512GB,SSD SATA,NVIDIA GeForce RTX 3050,"13.3"" FHD",No,211000
LNK-1407,MSI Raider GE78,Used,MSI,Raider GE78,Intel Core i7-14700HX,32GB,256GB,SSD NVMe,NVIDIA GeForce RTX 4070,"14.0"" FHD",No,214000
LNK-1408,Lenovo Yoga 7i,Refurbished,Lenovo,Yoga 7i,Intel Core i5-13420H,16GB,2TB,SSD NVMe,Intel Graphics,"13.3"" FHD",Yes,204000
LNK-1409,Lenovo Yoga 7i,New,Lenovo,Yoga 7i,AMD Ryzen 3 7320U,8GB,512GB,eMMC,AMD Radeon Graphics,"14.0"" QHD 120Hz",No,115500
LNK-1410,Apple MacBook Pro M2 Pro,New,Apple,MacBook Pro M2 Pro,Apple M2 (8-core),8GB,256GB,SSD NVMe,Apple M2 Integrated,"16.0"" WQXGA 165Hz",No,282000
LNK-1411,MSI Raider GE78,Used,MSI,Raider GE78,AMD Ryzen 3 7320U,16GB,1TB,SSD SATA,Intel Iris Xe Graphics,"16.0"" UHD+ OLED",No,103500
LNK-1412,Lenovo Legion 5 Pro,Refurbished,Lenovo,Legion 5 Pro,Intel Core i3-1215U,64GB,256GB,eMMC,NVIDIA GeForce RTX 2050,"14.0"" QHD 120Hz",No,136000
LNK-1413,HP Pavilion 15,New,HP,Pavilion 15,AMD Ryzen 9 7945HX,8GB,512GB,SSD NVMe,NVIDIA GeForce RTX 4090,"16.0"" WQXGA 165Hz",No,820000
LNK-1414,MSI Katana 17,Used,MSI,Katana 17,AMD Ryzen 3 7320U,32GB,1TB,SSD NVMe,Intel Iris Xe Graphics,"16.0"" UHD+ OLED",No,126500
LNK-1415,HP OMEN 16,Refurbished,HP,OMEN 16,Intel Core i9-14900HX,16GB,256GB,SSD NVMe,NVIDIA GeForce RTX 4080,"17.3"" QHD 240Hz",Yes,444500
LNK-1416,MSI Cyborg 15,New,MSI,Cyborg 15,Intel Core i5-13420H,16GB,2TB,SSD NVMe,NVIDIA GeForce RTX 3050,"16.0"" WQXGA 165Hz",No,216500
LNK-1417,Microsoft Surface Laptop 5,Used,Microsoft,Surface Laptop 5,Intel Core i9-14900HX,16GB,1TB,SSD NVMe,NVIDIA GeForce RTX 4070,"13.3"" FHD",Yes,285000
LNK-1418,Acer Aspire 5,Refurbished,Acer,Aspire 5,AMD Ryzen 7 7840HS,16GB,256GB,SSD NVMe,Intel Iris Xe Graphics,"16.0"" UHD+ OLED",No,181000
LNK-1419,HP Envy x360,New,HP,Envy x360,Intel Core i9-14900HX,32GB,2TB,SSD NVMe,NVIDIA GeForce RTX 4070,"17.3"" QHD 240Hz",Yes,627500
LNK-1420,Microsoft Surface Laptop Studio 2,Refurbished,Microsoft,Surface Laptop Studio 2,Intel Core i7-14700HX,16GB,1TB,SSD NVMe,NVIDIA GeForce RTX 4070,"14.0"" FHD",Yes,326500
LNK-1421,Samsung Galaxy Book3,Used,Samsung,Galaxy Book3,Intel Core i7-14700HX,32GB,1TB,SSD NVMe,NVIDIA GeForce RTX 4070,"14.0"" QHD 120Hz",No,250000
LNK-1422,ASUS Vivobook 15,New,ASUS,Vivobook 15,Intel Core i5-1235U,64GB,256GB,SSD NVMe,Intel Graphics,"13.3"" FHD",No,218500
LNK-1423,Gigabyte Aero 14 OLED,Used,Gigabyte,Aero 14 OLED,AMD Ryzen 5 7640HS,32GB,2TB,SSD NVMe,NVIDIA GeForce RTX 2050,"15.6"" FHD 60Hz",No,142500
LNK-1424,Apple MacBook Pro M3,Refurbished,Apple,MacBook Pro M3,Apple M3 Pro (11-core),16GB,512GB,SSD NVMe,Apple M3 Pro Integrated,"14.0"" QHD 120Hz",No,279000
LNK-1425,Apple MacBook Air M2,New,Apple,MacBook Air M2,Apple M3 (8-core),8GB,512GB,SSD NVMe,Apple M3 Integrated,"14.0"" QHD 120Hz",No,371000
